index,col_points,diameter [cm],radius [m],frequency [GHz],distance [mm],sPDn_pln [W/m2],sPDn_sph [W/m2]
321,7.0,14.5182,0.072591,6.0,5.0,5.168362926012456,5.391121572767439
322,7.0,14.5182,0.072591,6.0,10.0,2.9482413313459217,2.9761159241423605
323,7.0,14.5182,0.072591,6.0,50.0,0.22363906376972298,0.22213157746206627
324,7.0,14.5182,0.072591,6.0,150.0,0.025808084949470577,0.025642349820246435
325,7.0,14.5182,0.072591,10.0,2.5,7.609350046624173,8.247901344514178
326,7.0,14.5182,0.072591,10.0,5.0,5.631271104870448,5.902871726860522
327,7.0,14.5182,0.072591,10.0,10.0,3.119320593403164,3.1609620800570677
328,7.0,14.5182,0.072591,10.0,50.0,0.22499934066436292,0.22354661139274892
329,7.0,14.5182,0.072591,10.0,150.0,0.025826723872263622,0.02566121882464817
330,7.0,15.2,0.076,2.4,2.5,5.692901980400289,6.169771995263042
331,7.0,15.2,0.076,2.4,5.0,4.346883971284909,4.531037627972502
