tissue,frequency,conductivity,relative_permitivity,loss_tangent,penetration_depth
cerebro_spinal_fluid,6.900e+10,6.902e+1,1.254e+1,1.434e+0,3.192e-4
cerebro_spinal_fluid,7.000e+10,6.934e+1,1.238e+1,1.438e+0,3.160e-4
cerebro_spinal_fluid,7.100e+10,6.966e+1,1.223e+1,1.442e+0,3.128e-4
cerebro_spinal_fluid,7.200e+10,6.997e+1,1.209e+1,1.445e+0,3.097e-4
cerebro_spinal_fluid,7.300e+10,7.027e+1,1.194e+1,1.449e+0,3.067e-4
cerebro_spinal_fluid,7.400e+10,7.056e+1,1.181e+1,1.452e+0,3.038e-4
cerebro_spinal_fluid,7.500e+10,7.085e+1,1.167e+1,1.455e+0,3.010e-4
cerebro_spinal_fluid,7.600e+10,7.114e+1,1.154e+1,1.457e+0,2.983e-4
cerebro_spinal_fluid,7.700e+10,7.141e+1,1.142e+1,1.460e+0,2.956e-4
cerebro_spinal_fluid,7.800e+10,7.169e+1,1.130e+1,1.462e+0,2.930e-4
cerebro_spinal_fluid,7.900e+10,7.195e+1,1.118e+1,1.465e+0,2.905e-4
cerebro_spinal_fluid,8.000e+10,7.221e+1,1.106e+1,1.467e+0,2.880e-4
cerebro_spinal_fluid,8.100e+10,7.247e+1,1.095e+1,1.468e+0,2.856e-4
cerebro_spinal_fluid,8.200e+10,7.272e+1,1.084e+1,1.470e+0,2.833e-4
cerebro_spinal_fluid,8.300e+10,7.297e+1,1.074e+1,1.472e+0,2.810e-4
cerebro_spinal_fluid,8.400e+10,7.321e+1,1.063e+1,1.473e+0,2.788e-4
cerebro_spinal_fluid,8.500e+10,7.345e+1,1.053e+1,1.475e+0,2.767e-4
cerebro_spinal_fluid,8.600e+10,7.368e+1,1.043e+1,1.476e+0,2.745e-4
cerebro_spinal_fluid,8.700e+10,7.391e+1,1.034e+1,1.477e+0,2.725e-4
cerebro_spinal_fluid,8.800e+10,7.413e+1,1.025e+1,1.478e+0,2.705e-4
cerebro_spinal_fluid,8.900e+10,7.435e+1,1.016e+1,1.479e+0,2.685e-4
cerebro_spinal_fluid,9.000e+10,7.457e+1,1.007e+1,1.479e+0,2.666e-4
cerebro_spinal_fluid,9.100e+10,7.478e+1,9.981e+0,1.480e+0,2.647e-4
cerebro_spinal_fluid,9.200e+10,7.500e+1,9.898e+0,1.480e+0,2.629e-4
cerebro_spinal_fluid,9.300e+10,7.520e+1,9.816e+0,1.481e+0,2.611e-4
cerebro_spinal_fluid,9.400e+10,7.541e+1,9.736e+0,1.481e+0,2.593e-4
cerebro_spinal_fluid,9.500e+10,7.561e+1,9.658e+0,1.481e+0,2.576e-4
cerebro_spinal_fluid,9.600e+10,7.580e+1,9.582e+0,1.481e+0,2.559e-4
cerebro_spinal_fluid,9.700e+10,7.600e+1,9.507e+0,1.481e+0,2.543e-4
cerebro_spinal_fluid,9.800e+10,7.619e+1,9.435e+0,1.481e+0,2.527e-4
cerebro_spinal_fluid,9.900e+10,7.637e+1,9.364e+0,1.481e+0,2.511e-4
cerebro_spinal_fluid,1.000e+11,7.656e+1,9.294e+0,1.481e+0,2.495e-4
dura,1.000e+9,9.933e-1,4.420e+1,4.039e-1,3.622e-2
dura,2.000e+9,1.420e+0,4.262e+1,2.994e-1,2.468e-2
dura,3.000e+9,2.015e+0,4.134e+1,2.920e-1,1.712e-2
dura,4.000e+9,2.746e+0,4.010e+1,3.077e-1,1.238e-2
dura,5.000e+9,3.582e+0,3.886e+1,3.314e-1,9.362e-3
dura,6.000e+9,4.498e+0,3.763e+1,3.581e-1,7.352e-3
dura,7.000e+9,5.473e+0,3.642e+1,3.859e-1,5.958e-3
dura,8.000e+9,6.488e+0,3.523e+1,4.138e-1,4.956e-3
dura,9.000e+9,7.529e+0,3.408e+1,4.412e-1,4.211e-3
dura,1.000e+10,8.584e+0,3.296e+1,4.681e-1,3.642e-3
dura,1.100e+10,9.643e+0,3.188e+1,4.942e-1,3.197e-3
dura,1.200e+10,1.070e+1,3.085e+1,5.195e-1,2.842e-3
dura,1.300e+10,1.174e+1,2.985e+1,5.439e-1,2.554e-3
dura,1.400e+10,1.277e+1,2.890e+1,5.674e-1,2.317e-3
dura,1.500e+10,1.379e+1,2.800e+1,5.900e-1,2.118e-3
dura,1.600e+10,1.478e+1,2.713e+1,6.118e-1,1.950e-3
dura,1.700e+10,1.574e+1,2.631e+1,6.328e-1,1.807e-3
dura,1.800e+10,1.669e+1,2.552e+1,6.529e-1,1.684e-3
dura,1.900e+10,1.760e+1,2.478e+1,6.722e-1,1.576e-3
dura,2.000e+10,1.850e+1,2.407e+1,6.907e-1,1.482e-3
dura,2.100e+10,1.936e+1,2.339e+1,7.085e-1,1.399e-3
dura,2.200e+10,2.020e+1,2.275e+1,7.256e-1,1.325e-3
dura,2.300e+10,2.102e+1,2.214e+1,7.420e-1,1.259e-3
dura,2.400e+10,2.181e+1,2.156e+1,7.577e-1,1.200e-3
dura,2.500e+10,2.258e+1,2.101e+1,7.728e-1,1.147e-3
dura,2.600e+10,2.332e+1,2.048e+1,7.872e-1,1.098e-3
dura,2.700e+10,2.404e+1,1.998e+1,8.011e-1,1.054e-3
dura,2.800e+10,2.474e+1,1.950e+1,8.143e-1,1.014e-3
dura,2.900e+10,2.541e+1,1.905e+1,8.271e-1,9.772e-4
dura,3.000e+10,2.607e+1,1.861e+1,8.392e-1,9.433e-4
dura,3.100e+10,2.670e+1,1.820e+1,8.509e-1,9.121e-4
dura,3.200e+10,2.732e+1,1.780e+1,8.620e-1,8.831e-4
dura,3.300e+10,2.791e+1,1.742e+1,8.727e-1,8.563e-4
dura,3.400e+10,2.849e+1,1.706e+1,8.829e-1,8.314e-4
dura,3.500e+10,2.906e+1,1.672e+1,8.926e-1,8.081e-4
dura,3.600e+10,2.960e+1,1.639e+1,9.020e-1,7.864e-4
dura,3.700e+10,3.013e+1,1.607e+1,9.109e-1,7.660e-4
dura,3.800e+10,3.065e+1,1.577e+1,9.194e-1,7.470e-4
dura,3.900e+10,3.115e+1,1.548e+1,9.275e-1,7.290e-4
dura,4.000e+10,3.163e+1,1.520e+1,9.353e-1,7.121e-4
dura,4.100e+10,3.211e+1,1.493e+1,9.427e-1,6.962e-4
dura,4.200e+10,3.257e+1,1.468e+1,9.497e-1,6.811e-4
dura,4.300e+10,3.302e+1,1.443e+1,9.564e-1,6.668e-4
dura,4.400e+10,3.345e+1,1.419e+1,9.628e-1,6.533e-4
dura,4.500e+10,3.388e+1,1.397e+1,9.689e-1,6.405e-4
dura,4.600e+10,3.429e+1,1.375e+1,9.747e-1,6.283e-4
dura,4.700e+10,3.469e+1,1.354e+1,9.802e-1,6.168e-4
dura,4.800e+10,3.509e+1,1.333e+1,9.855e-1,6.057e-4
dura,4.900e+10,3.547e+1,1.314e+1,9.904e-1,5.952e-4
dura,5.000e+10,3.584e+1,1.295e+1,9.951e-1,5.851e-4
dura,5.100e+10,3.621e+1,1.277e+1,9.996e-1,5.755e-4
dura,5.200e+10,3.657e+1,1.259e+1,1.004e+0,5.663e-4
dura,5.300e+10,3.691e+1,1.242e+1,1.008e+0,5.575e-4
dura,5.400e+10,3.726e+1,1.226e+1,1.012e+0,5.491e-4
dura,5.500e+10,3.759e+1,1.210e+1,1.015e+0,5.410e-4
dura,5.600e+10,3.791e+1,1.195e+1,1.018e+0,5.332e-4
dura,5.700e+10,3.823e+1,1.180e+1,1.022e+0,5.258e-4
dura,5.800e+10,3.854e+1,1.166e+1,1.025e+0,5.186e-4
dura,5.900e+10,3.885e+1,1.152e+1,1.027e+0,5.116e-4
dura,6.000e+10,3.915e+1,1.139e+1,1.030e+0,5.050e-4
dura,6.100e+10,3.944e+1,1.126e+1,1.032e+0,4.986e-4
dura,6.200e+10,3.972e+1,1.113e+1,1.035e+0,4.924e-4
dura,6.300e+10,4.000e+1,1.101e+1,1.037e+0,4.864e-4
dura,6.400e+10,4.028e+1,1.089e+1,1.039e+0,4.806e-4
dura,6.500e+10,4.055e+1,1.078e+1,1.040e+0,4.750e-4
dura,6.600e+10,4.081e+1,1.067e+1,1.042e+0,4.696e-4
dura,6.700e+10,4.107e+1,1.056e+1,1.044e+0,4.644e-4
dura,6.800e+10,4.133e+1,1.045e+1,1.045e+0,4.594e-4
dura,6.900e+10,4.158e+1,1.035e+1,1.046e+0,4.545e-4
dura,7.000e+10,4.182e+1,1.025e+1,1.047e+0,4.497e-4
dura,7.100e+10,4.206e+1,1.016e+1,1.048e+0,4.451e-4
dura,7.200e+10,4.230e+1,1.006e+1,1.049e+0,4.406e-4
dura,7.300e+10,4.253e+1,9.972e+0,1.050e+0,4.363e-4
dura,7.400e+10,4.276e+1,9.884e+0,1.051e+0,4.321e-4
dura,7.500e+10,4.298e+1,9.797e+0,1.051e+0,4.280e-4
dura,7.600e+10,4.320e+1,9.714e+0,1.052e+0,4.240e-4
dura,7.700e+10,4.342e+1,9.632e+0,1.052e+0,4.202e-4
dura,7.800e+10,4.363e+1,9.553e+0,1.052e+0,4.164e-4
dura,7.900e+10,4.384e+1,9.475e+0,1.053e+0,4.127e-4
dura,8.000e+10,4.404e+1,9.400e+0,1.053e+0,4.092e-4
dura,8.100e+10,4.425e+1,9.326e+0,1.053e+0,4.057e-4
dura,8.200e+10,4.445e+1,9.254e+0,1.053e+0,4.023e-4
dura,8.300e+10,4.464e+1,9.184e+0,1.053e+0,3.990e-4
dura,8.400e+10,4.484e+1,9.116e+0,1.052e+0,3.958e-4
dura,8.500e+10,4.503e+1,9.050e+0,1.052e+0,3.927e-4
dura,8.600e+10,4.521e+1,8.985e+0,1.052e+0,3.896e-4
dura,8.700e+10,4.540e+1,8.921e+0,1.052e+0,3.867e-4
dura,8.800e+10,4.558e+1,8.859e+0,1.051e+0,3.837e-4
dura,8.900e+10,4.576e+1,8.798e+0,1.050e+0,3.809e-4
dura,9.000e+10,4.594e+1,8.739e+0,1.050e+0,3.781e-4
dura,9.100e+10,4.611e+1,8.681e+0,1.049e+0,3.754e-4
dura,9.200e+10,4.628e+1,8.625e+0,1.048e+0,3.728e-4
dura,9.300e+10,4.645e+1,8.570e+0,1.048e+0,3.702e-4
dura,9.400e+10,4.662e+1,8.516e+0,1.047e+0,3.676e-4
dura,9.500e+10,4.678e+1,8.463e+0,1.046e+0,3.651e-4
dura,9.600e+10,4.695e+1,8.411e+0,1.045e+0,3.627e-4
dura,9.700e+10,4.711e+1,8.360e+0,1.044e+0,3.603e-4
dura,9.800e+10,4.727e+1,8.311e+0,1.043e+0,3.580e-4
dura,9.900e+10,4.742e+1,8.262e+0,1.042e+0,3.557e-4
dura,1.000e+11,4.758e+1,8.215e+0,1.041e+0,3.535e-4
fat,1.000e+9,5.350e-2,5.447e+0,1.766e-1,2.325e-1
fat,2.000e+9,8.592e-2,5.328e+0,1.449e-1,1.430e-1
fat,3.000e+9,1.300e-1,5.224e+0,1.492e-1,9.356e-2
fat,4.000e+9,1.829e-1,5.125e+0,1.604e-1,6.592e-2
fat,5.000e+9,2.422e-1,5.029e+0,1.732e-1,4.933e-2
fat,6.000e+9,3.062e-1,4.937e+0,1.858e-1,3.868e-2
fat,7.000e+9,3.735e-1,4.848e+0,1.979e-1,3.144e-2
fat,8.000e+9,4.430e-1,4.762e+0,2.090e-1,2.629e-2
fat,9.000e+9,5.138e-1,4.680e+0,2.193e-1,2.249e-2
fat,1.000e+10,5.852e-1,4.602e+0,2.286e-1,1.959e-2
fat,1.100e+10,6.567e-1,4.528e+0,2.370e-1,1.732e-2
fat,1.200e+10,7.278e-1,4.457e+0,2.446e-1,1.551e-2
fat,1.300e+10,7.983e-1,4.390e+0,2.515e-1,1.404e-2
fat,1.400e+10,8.678e-1,4.325e+0,2.576e-1,1.283e-2
fat,1.500e+10,9.363e-1,4.265e+0,2.631e-1,1.181e-2
fat,1.600e+10,1.003e+0,4.207e+0,2.680e-1,1.095e-2
fat,1.700e+10,1.069e+0,4.152e+0,2.723e-1,1.021e-2
fat,1.800e+10,1.134e+0,4.100e+0,2.761e-1,9.570e-3
fat,1.900e+10,1.197e+0,4.050e+0,2.795e-1,9.013e-3
fat,2.000e+10,1.258e+0,4.003e+0,2.825e-1,8.525e-3
fat,2.100e+10,1.318e+0,3.958e+0,2.851e-1,8.092e-3
fat,2.200e+10,1.377e+0,3.916e+0,2.873e-1,7.708e-3
fat,2.300e+10,1.434e+0,3.875e+0,2.892e-1,7.363e-3
fat,2.400e+10,1.489e+0,3.836e+0,2.908e-1,7.054e-3
fat,2.500e+10,1.543e+0,3.799e+0,2.921e-1,6.774e-3
fat,2.600e+10,1.596e+0,3.764e+0,2.932e-1,6.520e-3
fat,2.700e+10,1.648e+0,3.731e+0,2.940e-1,6.288e-3
fat,2.800e+10,1.698e+0,3.699e+0,2.947e-1,6.077e-3
fat,2.900e+10,1.747e+0,3.668e+0,2.952e-1,5.882e-3
fat,3.000e+10,1.794e+0,3.639e+0,2.955e-1,5.703e-3
fat,3.100e+10,1.841e+0,3.611e+0,2.956e-1,5.538e-3
fat,3.200e+10,1.886e+0,3.584e+0,2.956e-1,5.385e-3
fat,3.300e+10,1.930e+0,3.558e+0,2.955e-1,5.243e-3
fat,3.400e+10,1.973e+0,3.533e+0,2.953e-1,5.110e-3
fat,3.500e+10,2.015e+0,3.510e+0,2.949e-1,4.987e-3
fat,3.600e+10,2.057e+0,3.487e+0,2.945e-1,4.871e-3
fat,3.700e+10,2.097e+0,3.465e+0,2.939e-1,4.763e-3
fat,3.800e+10,2.136e+0,3.444e+0,2.933e-1,4.661e-3
fat,3.900e+10,2.174e+0,3.424e+0,2.926e-1,4.566e-3
fat,4.000e+10,2.211e+0,3.405e+0,2.919e-1,4.476e-3
fat,4.100e+10,2.248e+0,3.386e+0,2.910e-1,4.391e-3
fat,4.200e+10,2.284e+0,3.368e+0,2.902e-1,4.310e-3
fat,4.300e+10,2.319e+0,3.351e+0,2.892e-1,4.234e-3
fat,4.400e+10,2.353e+0,3.334e+0,2.883e-1,4.162e-3
fat,4.500e+10,2.386e+0,3.318e+0,2.872e-1,4.094e-3
fat,4.600e+10,2.419e+0,3.303e+0,2.862e-1,4.028e-3
fat,4.700e+10,2.451e+0,3.288e+0,2.851e-1,3.966e-3
fat,4.800e+10,2.482e+0,3.274e+0,2.840e-1,3.907e-3
fat,4.900e+10,2.513e+0,3.260e+0,2.828e-1,3.851e-3
fat,5.000e+10,2.543e+0,3.246e+0,2.817e-1,3.797e-3
fat,5.100e+10,2.573e+0,3.233e+0,2.805e-1,3.746e-3
fat,5.200e+10,2.602e+0,3.220e+0,2.793e-1,3.696e-3
fat,5.300e+10,2.630e+0,3.208e+0,2.781e-1,3.649e-3
fat,5.400e+10,2.658e+0,3.196e+0,2.768e-1,3.604e-3
fat,5.500e+10,2.686e+0,3.185e+0,2.756e-1,3.560e-3
fat,5.600e+10,2.712e+0,3.174e+0,2.743e-1,3.519e-3
fat,5.700e+10,2.739e+0,3.163e+0,2.731e-1,3.479e-3
fat,5.800e+10,2.765e+0,3.152e+0,2.718e-1,3.440e-3
fat,5.900e+10,2.790e+0,3.142e+0,2.705e-1,3.403e-3
fat,6.000e+10,2.815e+0,3.132e+0,2.692e-1,3.367e-3
fat,6.100e+10,2.840e+0,3.123e+0,2.680e-1,3.333e-3
fat,6.200e+10,2.864e+0,3.114e+0,2.667e-1,3.299e-3
fat,6.300e+10,2.888e+0,3.104e+0,2.654e-1,3.267e-3
fat,6.400e+10,2.911e+0,3.096e+0,2.641e-1,3.236e-3
fat,6.500e+10,2.934e+0,3.087e+0,2.628e-1,3.206e-3
fat,6.600e+10,2.957e+0,3.079e+0,2.615e-1,3.177e-3
fat,6.700e+10,2.979e+0,3.071e+0,2.603e-1,3.149e-3
fat,6.800e+10,3.001e+0,3.063e+0,2.590e-1,3.121e-3
fat,6.900e+10,3.022e+0,3.055e+0,2.577e-1,3.095e-3
fat,7.000e+10,3.044e+0,3.048e+0,2.565e-1,3.070e-3
fat,7.100e+10,3.064e+0,3.041e+0,2.552e-1,3.045e-3
fat,7.200e+10,3.085e+0,3.033e+0,2.539e-1,3.021e-3
fat,7.300e+10,3.105e+0,3.026e+0,2.527e-1,2.997e-3
fat,7.400e+10,3.125e+0,3.020e+0,2.514e-1,2.974e-3
fat,7.500e+10,3.145e+0,3.013e+0,2.502e-1,2.952e-3
fat,7.600e+10,3.164e+0,3.007e+0,2.489e-1,2.931e-3
fat,7.700e+10,3.184e+0,3.000e+0,2.477e-1,2.910e-3
fat,7.800e+10,3.203e+0,2.994e+0,2.465e-1,2.890e-3
fat,7.900e+10,3.221e+0,2.988e+0,2.453e-1,2.870e-3
fat,8.000e+10,3.240e+0,2.982e+0,2.441e-1,2.851e-3
fat,8.100e+10,3.258e+0,2.977e+0,2.429e-1,2.832e-3
fat,8.200e+10,3.276e+0,2.971e+0,2.417e-1,2.814e-3
fat,8.300e+10,3.293e+0,2.966e+0,2.405e-1,2.796e-3
fat,8.400e+10,3.311e+0,2.961e+0,2.393e-1,2.778e-3
fat,8.500e+10,3.328e+0,2.955e+0,2.381e-1,2.761e-3
fat,8.600e+10,3.345e+0,2.950e+0,2.370e-1,2.745e-3
fat,8.700e+10,3.362e+0,2.945e+0,2.358e-1,2.729e-3
fat,8.800e+10,3.378e+0,2.940e+0,2.347e-1,2.713e-3
fat,8.900e+10,3.395e+0,2.936e+0,2.336e-1,2.697e-3
fat,9.000e+10,3.411e+0,2.931e+0,2.324e-1,2.682e-3
fat,9.100e+10,3.427e+0,2.926e+0,2.313e-1,2.668e-3
fat,9.200e+10,3.442e+0,2.922e+0,2.302e-1,2.653e-3
fat,9.300e+10,3.458e+0,2.917e+0,2.291e-1,2.639e-3
fat,9.400e+10,3.474e+0,2.913e+0,2.280e-1,2.625e-3
fat,9.500e+10,3.489e+0,2.909e+0,2.269e-1,2.612e-3
fat,9.600e+10,3.504e+0,2.905e+0,2.259e-1,2.599e-3
fat,9.700e+10,3.519e+0,2.901e+0,2.248e-1,2.586e-3
fat,9.800e+10,3.533e+0,2.897e+0,2.237e-1,2.573e-3
fat,9.900e+10,3.548e+0,2.893e+0,2.227e-1,2.561e-3
fat,1.000e+11,3.562e+0,2.889e+0,2.216e-1,2.548e-3
muscle,1.000e+9,9.782e-1,5.481e+1,3.208e-1,4.068e-2
muscle,2.000e+9,1.454e+0,5.329e+1,2.452e-1,2.685e-2
muscle,3.000e+9,2.142e+0,5.206e+1,2.466e-1,1.801e-2
muscle,4.000e+9,3.015e+0,5.082e+1,2.667e-1,1.266e-2
muscle,5.000e+9,4.045e+0,4.954e+1,2.935e-1,9.335e-3
muscle,6.000e+9,5.202e+0,4.822e+1,3.232e-1,7.176e-3
muscle,7.000e+9,6.461e+0,4.687e+1,3.540e-1,5.710e-3
muscle,8.000e+9,7.798e+0,4.550e+1,3.851e-1,4.674e-3
muscle,9.000e+9,9.192e+0,4.413e+1,4.161e-1,3.915e-3
muscle,1.000e+10,1.063e+1,4.276e+1,4.467e-1,3.344e-3
muscle,1.100e+10,1.208e+1,4.142e+1,4.767e-1,2.903e-3
muscle,1.200e+10,1.355e+1,4.010e+1,5.062e-1,2.555e-3
muscle,1.300e+10,1.502e+1,3.881e+1,5.350e-1,2.275e-3
muscle,1.400e+10,1.647e+1,3.756e+1,5.630e-1,2.047e-3
muscle,1.500e+10,1.791e+1,3.635e+1,5.904e-1,1.858e-3
muscle,1.600e+10,1.933e+1,3.519e+1,6.171e-1,1.699e-3
muscle,1.700e+10,2.071e+1,3.406e+1,6.430e-1,1.565e-3
muscle,1.800e+10,2.207e+1,3.298e+1,6.682e-1,1.450e-3
muscle,1.900e+10,2.339e+1,3.194e+1,6.927e-1,1.351e-3
muscle,2.000e+10,2.467e+1,3.095e+1,7.165e-1,1.264e-3
muscle,2.100e+10,2.592e+1,3.000e+1,7.396e-1,1.188e-3
muscle,2.200e+10,2.713e+1,2.909e+1,7.620e-1,1.121e-3
muscle,2.300e+10,2.830e+1,2.822e+1,7.837e-1,1.062e-3
muscle,2.400e+10,2.944e+1,2.739e+1,8.048e-1,1.009e-3
muscle,2.500e+10,3.053e+1,2.660e+1,8.253e-1,9.609e-4
muscle,2.600e+10,3.159e+1,2.585e+1,8.451e-1,9.179e-4
muscle,2.700e+10,3.262e+1,2.513e+1,8.643e-1,8.790e-4
muscle,2.800e+10,3.361e+1,2.444e+1,8.828e-1,8.436e-4
muscle,2.900e+10,3.456e+1,2.378e+1,9.008e-1,8.112e-4
muscle,3.000e+10,3.549e+1,2.316e+1,9.182e-1,7.816e-4
muscle,3.100e+10,3.638e+1,2.256e+1,9.351e-1,7.544e-4
muscle,3.200e+10,3.724e+1,2.199e+1,9.514e-1,7.292e-4
muscle,3.300e+10,3.807e+1,2.144e+1,9.671e-1,7.060e-4
muscle,3.400e+10,3.887e+1,2.092e+1,9.823e-1,6.845e-4
muscle,3.500e+10,3.965e+1,2.042e+1,9.970e-1,6.645e-4
muscle,3.600e+10,4.040e+1,1.995e+1,1.011e+0,6.459e-4
muscle,3.700e+10,4.112e+1,1.949e+1,1.025e+0,6.285e-4
muscle,3.800e+10,4.182e+1,1.906e+1,1.038e+0,6.122e-4
muscle,3.900e+10,4.250e+1,1.864e+1,1.051e+0,5.969e-4
muscle,4.000e+10,4.316e+1,1.824e+1,1.063e+0,5.826e-4
muscle,4.100e+10,4.379e+1,1.786e+1,1.075e+0,5.691e-4
muscle,4.200e+10,4.441e+1,1.749e+1,1.087e+0,5.564e-4
muscle,4.300e+10,4.500e+1,1.714e+1,1.098e+0,5.444e-4
muscle,4.400e+10,4.558e+1,1.680e+1,1.108e+0,5.330e-4
muscle,4.500e+10,4.613e+1,1.648e+1,1.119e+0,5.222e-4
muscle,4.600e+10,4.668e+1,1.616e+1,1.128e+0,5.120e-4
muscle,4.700e+10,4.720e+1,1.587e+1,1.138e+0,5.023e-4
muscle,4.800e+10,4.771e+1,1.558e+1,1.147e+0,4.931e-4
muscle,4.900e+10,4.821e+1,1.530e+1,1.156e+0,4.843e-4
muscle,5.000e+10,4.869e+1,1.504e+1,1.164e+0,4.760e-4
muscle,5.100e+10,4.916e+1,1.478e+1,1.172e+0,4.680e-4
muscle,5.200e+10,4.961e+1,1.453e+1,1.180e+0,4.604e-4
muscle,5.300e+10,5.005e+1,1.430e+1,1.187e+0,4.531e-4
muscle,5.400e+10,5.048e+1,1.407e+1,1.194e+0,4.461e-4
muscle,5.500e+10,5.090e+1,1.385e+1,1.201e+0,4.394e-4
muscle,5.600e+10,5.130e+1,1.364e+1,1.208e+0,4.330e-4
muscle,5.700e+10,5.170e+1,1.343e+1,1.214e+0,4.268e-4
muscle,5.800e+10,5.209e+1,1.323e+1,1.220e+0,4.209e-4
muscle,5.900e+10,5.246e+1,1.304e+1,1.226e+0,4.152e-4
muscle,6.000e+10,5.283e+1,1.286e+1,1.231e+0,4.097e-4
muscle,6.100e+10,5.318e+1,1.268e+1,1.236e+0,4.045e-4
muscle,6.200e+10,5.353e+1,1.251e+1,1.241e+0,3.994e-4
muscle,6.300e+10,5.387e+1,1.234e+1,1.246e+0,3.945e-4
muscle,6.400e+10,5.420e+1,1.218e+1,1.250e+0,3.897e-4
muscle,6.500e+10,5.453e+1,1.202e+1,1.254e+0,3.852e-4
muscle,6.600e+10,5.484e+1,1.187e+1,1.258e+0,3.808e-4
muscle,6.700e+10,5.515e+1,1.172e+1,1.262e+0,3.765e-4
muscle,6.800e+10,5.545e+1,1.158e+1,1.266e+0,3.724e-4
muscle,6.900e+10,5.575e+1,1.144e+1,1.269e+0,3.684e-4
muscle,7.000e+10,5.604e+1,1.131e+1,1.272e+0,3.645e-4
muscle,7.100e+10,5.632e+1,1.118e+1,1.276e+0,3.608e-4
muscle,7.200e+10,5.659e+1,1.105e+1,1.278e+0,3.571e-4
muscle,7.300e+10,5.686e+1,1.093e+1,1.281e+0,3.536e-4
muscle,7.400e+10,5.713e+1,1.081e+1,1.283e+0,3.502e-4
muscle,7.500e+10,5.739e+1,1.070e+1,1.286e+0,3.469e-4
muscle,7.600e+10,5.764e+1,1.059e+1,1.288e+0,3.437e-4
muscle,7.700e+10,5.789e+1,1.048e+1,1.290e+0,3.405e-4
muscle,7.800e+10,5.813e+1,1.037e+1,1.292e+0,3.375e-4
muscle,7.900e+10,5.837e+1,1.027e+1,1.293e+0,3.345e-4
muscle,8.000e+10,5.861e+1,1.017e+1,1.295e+0,3.316e-4
muscle,8.100e+10,5.884e+1,1.007e+1,1.296e+0,3.288e-4
muscle,8.200e+10,5.906e+1,9.977e+0,1.298e+0,3.261e-4
muscle,8.300e+10,5.928e+1,9.885e+0,1.299e+0,3.234e-4
muscle,8.400e+10,5.950e+1,9.796e+0,1.300e+0,3.208e-4
muscle,8.500e+10,5.971e+1,9.708e+0,1.301e+0,3.183e-4
muscle,8.600e+10,5.992e+1,9.623e+0,1.302e+0,3.158e-4
muscle,8.700e+10,6.013e+1,9.540e+0,1.302e+0,3.134e-4
muscle,8.800e+10,6.033e+1,9.460e+0,1.303e+0,3.111e-4
muscle,8.900e+10,6.053e+1,9.381e+0,1.303e+0,3.088e-4
muscle,9.000e+10,6.072e+1,9.304e+0,1.303e+0,3.066e-4
muscle,9.100e+10,6.091e+1,9.229e+0,1.304e+0,3.044e-4
muscle,9.200e+10,6.110e+1,9.156e+0,1.304e+0,3.022e-4
muscle,9.300e+10,6.128e+1,9.085e+0,1.304e+0,3.002e-4
muscle,9.400e+10,6.147e+1,9.015e+0,1.304e+0,2.981e-4
muscle,9.500e+10,6.165e+1,8.947e+0,1.304e+0,2.961e-4
muscle,9.600e+10,6.182e+1,8.881e+0,1.303e+0,2.942e-4
muscle,9.700e+10,6.199e+1,8.816e+0,1.303e+0,2.923e-4
muscle,9.800e+10,6.217e+1,8.753e+0,1.303e+0,2.904e-4
muscle,9.900e+10,6.233e+1,8.691e+0,1.302e+0,2.886e-4
muscle,1.000e+11,6.250e+1,8.631e+0,1.302e+0,2.868e-4
skin_dry,1.000e+9,8.998e-1,4.094e+1,3.951e-1,3.845e-2
skin_dry,2.000e+9,1.265e+0,3.857e+1,2.949e-1,2.633e-2
skin_dry,3.000e+9,1.741e+0,3.745e+1,2.785e-1,1.884e-2
skin_dry,4.000e+9,2.340e+0,3.659e+1,2.875e-1,1.386e-2
skin_dry,5.000e+9,3.061e+0,3.577e+1,3.076e-1,1.049e-2
skin_dry,6.000e+9,3.891e+0,3.495e+1,3.336e-1,8.173e-3
skin_dry,7.000e+9,4.817e+0,3.408e+1,3.630e-1,6.535e-3
skin_dry,8.000e+9,5.824e+0,3.318e+1,3.944e-1,5.348e-3
skin_dry,9.000e+9,6.895e+0,3.225e+1,4.270e-1,4.467e-3
skin_dry,1.000e+10,8.014e+0,3.129e+1,4.604e-1,3.798e-3
skin_dry,1.100e+10,9.166e+0,3.031e+1,4.941e-1,3.280e-3
skin_dry,1.200e+10,1.034e+1,2.933e+1,5.280e-1,2.871e-3
skin_dry,1.300e+10,1.151e+1,2.834e+1,5.618e-1,2.543e-3
skin_dry,1.400e+10,1.269e+1,2.736e+1,5.953e-1,2.277e-3
skin_dry,1.500e+10,1.385e+1,2.640e+1,6.286e-1,2.057e-3
skin_dry,1.600e+10,1.499e+1,2.546e+1,6.613e-1,1.874e-3
skin_dry,1.700e+10,1.610e+1,2.454e+1,6.936e-1,1.720e-3
skin_dry,1.800e+10,1.718e+1,2.365e+1,7.253e-1,1.589e-3
skin_dry,1.900e+10,1.822e+1,2.279e+1,7.564e-1,1.477e-3
skin_dry,2.000e+10,1.922e+1,2.196e+1,7.867e-1,1.379e-3
skin_dry,2.100e+10,2.019e+1,2.117e+1,8.164e-1,1.295e-3
skin_dry,2.200e+10,2.111e+1,2.041e+1,8.453e-1,1.221e-3
