% Model:              ear_adult_26GHz_TE2.mph
% Version:            COMSOL 5.6.0.401
% Date:               Apr 27 2022, 15:57
% Dimension:          3
% Nodes:              10233
% Expressions:        3
% Description:        Arrow surface
% X                       Y                        Z                        VectorX                  VectorY                  VectorZ
-0.015398883240196212     -0.00920291419557893     -6.235365315538918E-4    -0.9903207155430114      -0.023414639468064394    -0.13680875346613816
-0.015279569468087933     -0.009992185221651694    -6.272752298309568E-4    -0.9398466323331166      -0.2652324046114116      -0.2152674597707419
-0.015484888532194867     -0.009224136092264225    1.1928856663133148E-4    -0.9940749707066472      0.04649292219882713      -0.09825151805439085
-0.015419204066413894     -0.01002664020634511     1.1273024260049635E-4    -0.9628638300100995      -0.20970281665135884     -0.17005285515618063
-0.015528257915157724     -0.010053549358763446    8.543435349907824E-4     -0.9783768302993203      -0.1602031310740751      -0.13081947380844253
-0.015159144723134043     -0.010781182114000802    1.1639141324551653E-4    -0.8793946824103245      -0.42262053268956284     -0.2192187900195485
-0.014977654066693017     -0.010736399102736823    -6.214134262205904E-4    -0.8425895741623086      -0.4667692472257253      -0.2686434055719757
-0.015308424148368256     -0.010818016969925837    8.558897972172538E-4     -0.9068630458408408      -0.38376301366320587     -0.1741417969139149
-0.015043166198530081     -0.011571276115919724    0.0016071712215105565    -0.7858113376877867      -0.5936645840865075      -0.1733865714602068
-0.015422025203479224     -0.010846048150320446    0.0015972640147237014    -0.9265260698894553      -0.35155103988985803     -0.1340198051317775
-0.015611528909224348     -0.01007409656454459     0.0015973123922024706    -0.9879102211935039      -0.12067164573884555     -0.09732290982127749
-0.015548238614870263     -0.0092397677921085      8.633047898942324E-4     -0.9920760996745134      0.1018734942793535       -0.0735309704676839
-0.015598737678464605     -0.009252228489414429    0.001607996671054738     -0.9866296467542627      0.1535707561497047       -0.05457071560064836
-0.015637947544753485     -0.009261903565355568    0.002353282095440801     -0.9812634694411563      0.18872161968649795      -0.03880919740487171
-0.015153439288877697     -0.011598486117492209    0.002348720410796374     -0.841980081463921       -0.5251209881733516      -0.12376384850937588
-0.015670127953675922     -0.010088555940686555    0.002341578407056023     -0.993352274463349       -0.09285571813626325     -0.06803730173875339
-0.01550597187834226      -0.010866762081052117    0.0023401973471989103    -0.9412408419008075      -0.32354590343427786     -0.09686963357397538
-0.015711523024128995     -0.010098770218064388    0.0030867489416857084    -0.9963175700345587      -0.07540900235998889     -0.040801740201900354
-0.015234555036430782     -0.011618501513918618    0.003091802582704661     -0.8636212471113942      -0.49677326277508876     -0.08587588095357636
-0.01556270257048165      -0.010880760439286704    0.0030845615929388443    -0.9520374043021963      -0.2996839279431269      -0.0617602148807395
-0.0157324425596945       -0.01010393213557154     0.0038329960023688707    -0.997866184538822       -0.06387914387411084     -0.013510467491707357
-0.01528814874062581      -0.011631725817062974    0.0038363317593863295    -0.8789642750101649      -0.4741076003905825      -0.05141776451518471
-0.015593132661873031     -0.010888269096494008    0.0038303086246271193    -0.959434135039113       -0.28052356455592614     -0.028154400199367376
-0.015602189905885737     -0.010890503981025233    0.004577179359660214     -0.963984322563178       -0.26593704540136004     0.0034225335068705396
-0.015734706500550304     -0.01010449076537009     0.004580223903545742     -0.9983923759409008      -0.05498950515332653     0.013741105707889403
-0.015589875644410122     -0.010887465423993239    0.005325173727486616     -0.9665059461108443      -0.25478506498093056     0.030835479484596123
-0.015313383604898919     -0.011637952546488875    0.004582351936434533     -0.8913861974089144      -0.45284373312241283     -0.019057818359733605
-0.015315201750041339     -0.011638401175724062    0.00532960327586113      -0.9021450291062735      -0.431320781272247       0.009835146238835014
-0.015714549810806982     -0.010099517080875687    0.005328630596539669     -0.9980504623929564      -0.05001470607191673     0.0373336804205764
-0.015679114382335917     -0.010090773351454665    0.006077840587732888     -0.9969921638367555      -0.052712753137454584    0.05681541080353266
-0.015630673809209444     -0.010078820588846958    0.0068277343401625095    -0.9952292421164242      -0.06488213697822953     0.07286332367869694
-0.015560742841166625     -0.010880276874007312    0.006074052350522662     -0.9680848319909401      -0.24471194692147946     0.054109343952521975
-0.015299437258852418     -0.011634511270864338    0.006077779043694772     -0.9108988028593276      -0.4112047132719361      0.03426448208260557
-0.015515161553345407     -0.010869029643070178    0.006823795772563247     -0.969949011382314       -0.23227542758461375     0.0724364622193586
-0.015222777860878629     -0.011615595483405794    0.00757650336563895      -0.9223535102675922      -0.38032263653424003     0.06796097583683677
-0.015267545280367664     -0.01162664189147192     0.006826802733711957     -0.9171479005619478      -0.394954058035342       0.0533949486021599
-0.01545577913949625      -0.010854376969701544    0.007574264805525251     -0.9729200429465267      -0.2149634025124344      0.08495484455406783
-0.015048106836584117     -0.0077584699877932565   -6.280495458642811E-4    -0.8701259966474513      0.4868728631340349       0.07639087054057576
-0.015324274843614392     -0.00846654804188329     -6.241576667704089E-4    -0.9718211820563146      0.2325844336220996       -0.03831541913322243
-0.01499765647402817      -0.007786618725831622    1.0925004283663769E-4    -0.8203373608954668      0.5669514583837746       0.07491767585538038
-0.01533474157152143      -0.008460708139709202    1.105273047150646E-4     -0.9461810171373372      0.3235724586061238       -0.006507445008774994
-0.015338112037643552     -0.00845882759092556     8.455168542440252E-4     -0.9198437312052652      0.39227474116984096      0.002835066579526426
-0.01495279566516066      -0.007811648777015109    8.463097227830618E-4     -0.7808870080380482      0.6216280526485248       0.061595818346604506
-0.014316636986077396     -0.007304427220490141    0.0015930031854675148    -0.5426245411370133      0.8378425370310927       0.059820485597728644
-0.014920746726321338     -0.007829530455918709    0.0015828195055547657    -0.7534443111089567      0.6567927793248013       0.030739471113744792
-0.014912808471474366     -0.00783395959864135     0.0023182944357265922    -0.7387852988422708      0.6737850394982726       -0.014491472073182717
-0.014298405191714976     -0.007314599635067104    0.0023289199237660992    -0.5313348978851231      0.8471261177551388       -0.0077824743181407734
-0.014331476043183822     -0.007296147780857533    0.00306263470560273      -0.5459898752197329      0.8340321439831977       -0.07928076034153013
-0.015339362810147614     -0.008458129723441983    0.0015805973829609798    -0.8977530269096516      0.4404207628763916       -0.008309891812521484
-0.015615726849262589     -0.009166098401592588    0.00231961506119489      -0.9729414425998592      0.2283024929682804       -0.03553759947117103
-0.014939250773303067     -0.007819206138218104    0.0030522937209738563    -0.745540876321222       0.6646786745361073       -0.04869354527150548
-0.014405615214688661     -0.007254781891469585    0.003794586797597161     -0.5915514331954174      0.7967252570851503       -0.12367605510788678
-0.015366170127733683     -0.00844317260277898     0.003049715214414559     -0.8862117879076628      0.46215836838076446      -0.03222281038539502
-0.014977156733859858     -0.007798056538894165    0.0037858009755079892    -0.7669304107564013      0.6377630137006425       -0.07124663790307303
-0.015347878875472353     -0.008453378191841436    0.0023153660786678566    -0.8864628653592697      0.46224786470934426      -0.022594245078896572
-0.015634872438137475     -0.009155416136123596    0.0030539275280330705    -0.9702909183835783      0.24057897369705813      -0.025637689389300444
-0.015027694826132233     -0.007769858852133115    0.004518766047400102     -0.7978894776298892      0.59685078615371         -0.08450751774369591
-0.014500726146241599     -0.007201714825917778    0.0045256387624771285    -0.6496572753970036      0.7449491127563314       -0.1516451249704267
-0.014007665656847247     -0.006614651752875447    0.005266190320034201     -0.5666635163301695      0.7796390817365418       -0.2665621156303524
